Сибирский федеральный округ;Алтайский край;Судебный участок Суетского района ;658690, Алтайский край, Суетский район, с. Верх-Суетка, ул. Ленина, д. 99;8 (38538) 2-23-92
Сибирский федеральный округ;Алтайский край;Судебный участок Табунского района ;658860, Алтайский край, Табунский район, с. Табуны, пер. Центральный, д. 6;8 (38567) 2-29-04
Сибирский федеральный округ;Алтайский край;Судебный участок Тогульского района ;659450, Алтайский край, Тогульский район, с. Тогул, ул. Пролетарская, д. 21;8 (38597) 2-23-60
Сибирский федеральный округ;Алтайский край;Судебный участок Топчихинского района ;659070, Алтайский край, с. Топчиха, ул. Куйбышева, д. 35;8 (38552) 2-24-97
Сибирский федеральный округ;Алтайский край;Судебный участок Третьяковского района ;658450, Алтайский край, Третьяковский район, с. Староалейское, ул. Калашникова, д. 40 А;8 (38559) 2-19-14
Сибирский федеральный округ;Алтайский край;Судебный участок Тюменцевского района ;658580, Алтайский край, Тюменцевский район, с. Тюменцево, ул. Ленина, д. 7а;8 (38588) 2-14-92
Сибирский федеральный округ;Алтайский край;Судебный участок Угловского района ;658270, Алтайский край, Угловский район, с. Угловское, ул. Чапаева, д. 149;8 (38579) 2-23-23
Сибирский федеральный округ;Алтайский край;Судебный участок Хабарского района ;658780, Алтайский край, Хабарский район, с. Хабары, ул. Ленина, д. 67;8 (38569) 2-28-96
Сибирский федеральный округ;Алтайский край;Судебный участок Целинного района ;659430, Алтайский край, Целинный район, с. Целинное, ул. Победы, д. 25;8 (38596) 2-33-13
Сибирский федеральный округ;Алтайский край;Судебный участок Чарышского района ;658170, Алтайский край, Чарышский район, с. Чарышское, ул. Центральная, д. 26/1;8 (38574) 2-21-59
Сибирский федеральный округ;Алтайский край;Судебный участок Шелаболихинского района ;659050, Алтайский край, Шелаболихинский район, с. Шелаболиха, ул. 50 лет Алтая, д. 6;8 (38558) 2-34-67
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-91
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-71
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Благовещенского района ;658670, Алтайский край, Благовещенский район, р. п. Благовещенка, пер. Кучеровых, д. 79;8 (38564) 2-21-17
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Каменского района ;658710, Алтайский край, г. Камень-на-Оби, ул. Громова, д. 49;8 (38584) 2-29-98
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Кулундинского района ;658900, Алтайский край, Кулундинский район, с. Кулунда, ул. Советская, д. 32;8 (38566) 2-29-64
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Локтевского района ;658422, Алтайский край, Локтевский район, г. Горняк, ул. Маяковского, 132а;8 (38586) 3-13-58
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Михайловского района ;658960, Алтайский край, Михайловский район, с. Михайловское, ул. Садовая, д. 40;8 (38570) 2-15-76
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Павловского района ;659000, Алтайский край, Павловский район, с. Павловск, ул. Ленина, д. 32а;8 (38581) 2-15-83
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Первомайского района ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 4-24-38
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Поспелихинского района ;659700, Алтайский край, Поспелихинский район, с. Поспелиха, ул. Советская, д. 89;8 (38556) 21-2-22
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Тальменского района ;658030, Алтайский край, Тальменский район, с. Тальменка, ул. Партизанская, д. 78;8 (38591) 2-16-58
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Троицкого района ;659840, Алтайский край, Троицкий район, с. Троицкое, ул. Ленина, д. 9;8 (38534) 2-10-34
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 Шипуновского района ;658390, Алтайский край, Шипуновский район, с. Шипуново, пр. Комсомольский, д. 46;8 (38550) 22-2-89
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 г. Алейска ;658130, Алтайский край, г. Алейск, ул. Сердюка, д. 154;8 (38553) 2-05-22
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-54-72
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 г.Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-08-54
Сибирский федеральный округ;Алтайский край;Судебный участок № 1 г.Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-09-96
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-92
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-72
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Благовещенского района ;658670, Алтайский край, Благовещенский район, р. п. Благовещенка, пер. Кучеровых, д. 79;8 (38564) 2-13-62
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Каменского района ;658710, Алтайский край, г. Камень-на-Оби, ул. Громова, д. 49;8 (38584) 21-0-05
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Кулундинского района ;658920, Алтайский край, Кулундинский район, с. Кулунда, ул. Советская, д. 32;8 (38566) 2-31-34
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Локтевского района ;658422, Алтайский край, Локтевский район, г. Горняк, ул. Маяковского, 132а;8 (38586) 3-05-22
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Михайловского района ;658960, Алтайский край, Михайловский район, с. Михайловское, ул. Садовая, д. 40;8 (38570) 2-45-21
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Павловского района ;659000, Алтайский край, Павловский район, с. Павловск, ул. Ленина, д. 32а;8 (38581) 2-28-65
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Первомайского района ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-33-76
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Поспелихинского района ;659700, Алтайский край, Поспелихинский район, с. Поспелиха, ул. Советская, д. 89;8 (38556) 21-5-85
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Тальменского района ;658030, Алтайский край, Тальменский район, с. Тальменка, ул. Партизанская, д. 78;8 (38591) 2-16-59
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Троицкого района ;659840, Алтайский край, Троицкий район, с. Троицкое, ул. Ленина, д. 9;8 (38534) 21-0-37
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 Шипуновского района ;658390, Алтайский край, Шипуновский район, с. Шипуново, пр. Комсомольский, д. 46;8 (38550) 2-17-71
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 г. Алейска ;658130, Алтайский край, г. Алейск, ул. Сердюка, д. 154;8 (38553) 20-6-43
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 г. Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-99-58
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 4-25-02
Сибирский федеральный округ;Алтайский край;Судебный участок № 2 г. Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-11-98
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-93
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 Каменского района ;658701, Алтайский край, г. Камень-на-Оби, ул. Громова, д. 49;8 (38584) 2-37-54
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 Первомайского района ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-08-39
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 г. Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-69-82
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-20-77
Сибирский федеральный округ;Алтайский край;Судебный участок № 3 г.Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-26-69
Сибирский федеральный округ;Алтайский край;Судебный участок № 4 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-94
Сибирский федеральный округ;Алтайский край;Судебный участок № 4 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-74
Сибирский федеральный округ;Алтайский край;Судебный участок № 4 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 4-26-67
Сибирский федеральный округ;Алтайский край;Судебный участок № 5 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-95
Сибирский федеральный округ;Алтайский край;Судебный участок № 5 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-75
Сибирский федеральный округ;Алтайский край;Судебный участок № 5 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-65
Сибирский федеральный округ;Алтайский край;Судебный участок № 6 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-96
Сибирский федеральный округ;Алтайский край;Судебный участок № 6 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-76
Сибирский федеральный округ;Алтайский край;Судебный участок № 7 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-97
Сибирский федеральный округ;Алтайский край;Судебный участок № 7 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-77
Сибирский федеральный округ;Алтайский край;Судебный участок № 7 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-05
Сибирский федеральный округ;Алтайский край;Судебный участок № 8 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-98
Сибирский федеральный округ;Алтайский край;Судебный участок № 8 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-68
Сибирский федеральный округ;Алтайский край;Судебный участок № 9 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-59
Сибирский федеральный округ;Алтайский край;Судебный участок Усть-Калманского района ;658150, Алтайский край, Усть-Калманский район, с. Усть-Калманка, ул. Ленина, д. 19;8 (38599) 2-15-64
Сибирский федеральный округ;Алтайский край;Судебный участок Усть-Пристанского района ;659580, Алтайский край, Усть-Пристанский район, с. Усть-Чарышская Пристань, ул. 1 Мая, д. 13;8 (38554) 2-24-70
Сибирский федеральный округ;Алтайский край;Судебный участок г.Белокурихи ;659900, Алтайский край, г. Белокуриха, ул. Братьев Ждановых, д. 23;8 (38577) 2-37-27
Сибирский федеральный округ;Алтайский край;Судебный участок г.Яровое ;658837, Алтайский край, г. Яровое, ул. Ленина, д. 16;8 (38568) 2-53-37
Сибирский федеральный округ;Алтайский край;Судебный участок №1 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-35
Сибирский федеральный округ;Алтайский край;Судебный участок №1 Октябрьского района г.Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-81
Сибирский федеральный округ;Алтайский край;Судебный участок №1 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-39
Сибирский федеральный округ;Алтайский край;Судебный участок №1 Алтайского района ;659650, Алтайский край, с. Алтайское, ул. Советская, д. 124;8 (38537) 2-12-88
Сибирский федеральный округ;Алтайский край;Судебный участок №1 Бийского района ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-13
Сибирский федеральный округ;Алтайский край;Судебный участок №1 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-00-76
Сибирский федеральный округ;Алтайский край;Судебный участок №1 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-95-68
Сибирский федеральный округ;Алтайский край;Судебный участок №10 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-60
Сибирский федеральный округ;Алтайский край;Судебный участок №11 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-06
Сибирский федеральный округ;Алтайский край;Судебный участок №2 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-34
Сибирский федеральный округ;Алтайский край;Судебный участок №2 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-40
Сибирский федеральный округ;Алтайский край;Судебный участок №2 Алтайского района ;659650, Алтайский край, с. Алтайское, ул. Советская, д. 124;8 (38537) 2-00-58
Сибирский федеральный округ;Алтайский край;Судебный участок №2 Бийского района ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-40
Сибирский федеральный округ;Алтайский край;Судебный участок №2 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-12
Сибирский федеральный округ;Алтайский край;Судебный участок №2 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-90-08
Сибирский федеральный округ;Алтайский край;Судебный участок №3 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-31
Сибирский федеральный округ;Алтайский край;Судебный участок №3 Октябрьского района г.Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-83
Сибирский федеральный округ;Алтайский край;Судебный участок №3 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-42
Сибирский федеральный округ;Алтайский край;Судебный участок №3 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-83
Сибирский федеральный округ;Алтайский край;Судебный участок №3 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 2-92-87
Сибирский федеральный округ;Алтайский край;Судебный участок №4 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-33
Сибирский федеральный округ;Алтайский край;Судебный участок №4 Октябрьского района г.Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-84
Сибирский федеральный округ;Алтайский край;Судебный участок №4 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-28
Сибирский федеральный округ;Алтайский край;Судебный участок №4 г.Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-74
Сибирский федеральный округ;Алтайский край;Судебный участок №4 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-67-67
Сибирский федеральный округ;Алтайский край;Судебный участок №5 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-37
Сибирский федеральный округ;Алтайский край;Судебный участок №5 Октябрьского района г.Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-85
Сибирский федеральный округ;Алтайский край;Судебный участок №5 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-41
Сибирский федеральный округ;Алтайский край;Судебный участок №5 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-95-74
Сибирский федеральный округ;Алтайский край;Судебный участок №6 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-38
Сибирский федеральный округ;Алтайский край;Судебный участок №6 Октябрьского района г.Барнаула ;656036, Алтайский край, г. Барнаул, ул. 40 лет Октября, д. 16;8 (3852) 34-93-99
Сибирский федеральный округ;Алтайский край;Судебный участок №6 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-45
Сибирский федеральный округ;Алтайский край;Судебный участок №6 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-95-73
Сибирский федеральный округ;Алтайский край;Судебный участок №7 Железнодорожного района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-46
Сибирский федеральный округ;Алтайский край;Судебный участок №7 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 68-09-22
Сибирский федеральный округ;Алтайский край;Судебный участок №7 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-93-98
Сибирский федеральный округ;Алтайский край;Судебный участок №8 Центрального района г.Барнаула ;656031, Алтайский край, г. Барнаул, ул. Силикатная, д. 5;8 (3852) 26-53-37
Сибирский федеральный округ;Алтайский край;Судебный участок №8 г.Рубцовска ;658201, Алтайский край, г. Рубцовск, ул. Октябрьская, д. 159;8 (38557) 5-67-67
Сибирский федеральный округ;Алтайский край;Районный суд Немецкого национального района ;658870, c. Гальбштадт, ул. Тракторная, 6;8 (38539) 22-6-69
Сибирский федеральный округ;Алтайский край;Железнодорожный районный суд г. Барнаула Алтайского края;656031, г. Барнаул, ул. Папанинцев, д. 130;8 (3852)  29-42-22
Сибирский федеральный округ;Алтайский край;Индустриальный районный суд г. Барнаула Алтайского края;656066, г. Барнаул, ул.50 лет СССР, 13;8 (3852) 20-18-28
Сибирский федеральный округ;Алтайский край;Ленинский районный суд г. Барнаула Алтайского края;656055 г. Барнаул, ул. Г. Исакова, 204;8 (3852) 54-33-07
Сибирский федеральный округ;Алтайский край;Октябрьский районный суд г. Барнаула Алтайского края;656038, г. Барнаул, Бульвар 9 января, 19;8 (3852) 29-58-93
Сибирский федеральный округ;Алтайский край;Центральный районный суд г. Барнаула Алтайского края;656049, г. Барнаул, пр. Ленина, 25;8 (3852) 29-43-18
Сибирский федеральный округ;Алтайский край;Алейский городской суд ;658130, г. Алейск, ул. Партизанская, д. 93а;8 (38553) 22-3-66
Сибирский федеральный округ;Алтайский край;Алтайский краевой суд ;656049, г. Барнаул, пр-т. Ленина, 25;8 (3852) 63-72-90
Сибирский федеральный округ;Алтайский край;Алтайский районный суд ;659650, с. Алтайское, ул. Советская, 180;8 (38537) 22-3-66
Сибирский федеральный округ;Алтайский край;Баевский районный суд ;658510, с. Баево, ул. Ленина, 41, Алтайский край;8 (38585) 22-4-73
Сибирский федеральный округ;Алтайский край;Белокурихинский городской суд ;659900,ул. Ждановых, 23, г. Белокуриха, Алтайского края;8 (38577) 23-0-83
Сибирский федеральный округ;Алтайский край;Бийский городской суд Алтайского края;659300, г. Бийск, ул. Ленина, д. 149;8 (3854) 33-61-37
Сибирский федеральный округ;Алтайский край;Бийский районный суд Алтайского края;659316, г. Бийск, ул. Социалистическая, д. 5/2;8 (3854) 44-41-17
Сибирский федеральный округ;Алтайский край;Благовещенский районный суд ;658670, г. Благовещенка, ул. Кучеровых, 65;8 (38564) 21-2-76
Сибирский федеральный округ;Алтайский край;Бурлинский районный суд ;658810, с. Бурла, ул. Победы, 27;8 (38572) 22-4-76
Сибирский федеральный округ;Алтайский край;Быстроистокский районный суд ;659560, с. Быстрый Исток, ул. Ленина, д. 43;8 (38571) 22-3-66
Сибирский федеральный округ;Алтайский край;Волчихинский районный суд ;658931, Алтайский край, с. Волчиха, ул. 1 Мая № 80;8 (38565) 23-4-76
Сибирский федеральный округ;Алтайский край;Егорьевский районный суд ;658280, c. Новоегорьевское, ул. Машинцева, 21;8 (38560) 22-2-27
Сибирский федеральный округ;Алтайский край;Ельцовский районный суд ;659470, с. Ельцовка, ул.Ленина, д. 12;8 (38593) 2-21-01
Сибирский федеральный округ;Алтайский край;Завьяловский районный суд ;658620, с. Завьялово, ул. Школьная, 1;8 (385 62) 2-28-76
Сибирский федеральный округ;Алтайский край;Залесовский районный суд ;659220, с. Залесово, ул. Партизанская, 13;8 (292) 2-24-76
Сибирский федеральный округ;Алтайский край;Заринский городской суд ;659100, г. Заринск, ул. Металлургов, 2;8 (38595) 4-00-14
Сибирский федеральный округ;Алтайский край;Заринский районный суд ;659100, г. Заринск, ул. Комсомольская, д. 15;8 (38595) 22-3-66
Сибирский федеральный округ;Алтайский край;Змеиногорский городской суд ;658481, г. Змеиногорск, ул. Ленина, 62;8 (38587) 2-15-99
Сибирский федеральный округ;Алтайский край;Зональный районный суд ;659400, с. Зональное, ул. Ленина 41;8 (38530) 22-5-76
Сибирский федеральный округ;Алтайский край;Калманский районный суд ;659040, с. Калманка, ул. Ленина, д. 14;8 (38551) 22-3-66
Сибирский федеральный округ;Алтайский край;Каменский городской суд ;658710, г. Камень-на-Оби, ул.Титова, 4;8 (38584) 2-14-73
